Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Afghanistan,AFG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-18.2761104634763,42.3991432883886,68.9446211922216,35.8253698885904,12.1852019735942,6.93556695962097,14.824901801053,17.1284440988837,21.6556058128407,6.24963172031659,21.1074551352263,-0.739138038803731,10.0701585585838,24.930372556484,6.67409494620199,0.293588155866885,1.5889964650551,1.15279913074851,0.969351442215654,11.3406011583417,13.2434543045772,4.10267235938453
Algeria,DZA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.999994,-13.2075422570307,34.7826086956522,41.9354838709679,143.181823863637,-3.27102889553662,17.874389596023,9.01639586132785,0.37593872887085,49.4382078483362,39.8496242617821,18.6379890803049,-3.02114659413483,1.71339767689562,5.35988247644859,-0.145354351803022,-43.9592437672812,20.0000022337662,17.3160171286144,45.5719595426942,65.1457511735345,88.7183399535521,7.93004916507113,-4.2953984667467,32.3014810837104,55.1673217363142,46.6810122723154,12.3441873435613,-25.6240969107242,42.6424742712388,6.40000000000001,-2.60000000000001,5.5,7.5,3.20000000000019,5.89999999999955,-2.09999999999971,-1.00000000000036,-2.40000000000008,-10.0999999999997,0,-2.70000000000003,-3.8,-5.69999999999995,0.199999999999932,0.499999999999972,7.00000000000003,-6.09999999999994,-4.30000000000003
American Samoa,ASM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.04326923076923,-16.319018404908,5.13196480938416,-6.69456066945607,1.34529147982063,-0.442477876106196,-21.4814814814815,-15.8490566037736,-11.6591928251121,4.56852791878173,-0.485436893203882,4.39024390243902,7.4766355140187,-1.30434782608695,-21.5859030837004,14.3258426966292
Andorra,AND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.7529887089318,150.007822884876,-1.29999999999998,13.0900000052014,22.9299999829965,14.2900000046068,16.5600000038545,10.6200000007288,-2.65051888854519,-2.37893217223176,-5.12410133699206,5.19986450416776,-1.17390075820295,0.704632329216977,-14.6893227263778,-18.3955246168033,24.543676750422,-7.6139721804129
Antigua and Barbuda,ATG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.20010411646565,-9.93094420500098,2.02958608650034,13.9785899881347,0.235738441880713,-9.29415852300485,31.5176565533255,27.3177719358366,8.9072699166941,-3.20050013642071,-5.14286240432101,5.20390651001412,3.9465524073121,2.5826058480656,-2.59149777072456,15.5540238462486,-10.2703411870149,-3.48199917102008,18.719565609266,7.43032372122919,18.011603252985,-3.62414436007069,-1.02969443918937,3.98319867911239,15.2955689817863,22.5281446861923,7.64679488927658,12.1774408238905,10.6233930631356,-1.26027793880731,2.70239130860455,2.74099076017254,3.09295518587496,5.99536820219666,8.11415798951982,12.8868304227088,5.56120323520517,8.16445191719141,0.73987446873889,-9.3471064312958,13.8969136234784,4.14881478412255,-4.10831132628211,-3.52024034290046,-6.97916743435547,-2.77737294006697,5.31735410754007,1.7170977828022,-0.657475361771446
Armenia,ARM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-48.1757572411527,7.85805419224317,-6.88011701429171,-0.0701051440536276,13.3430388980673,18.7594821103124,27.26303745552,34.4195713664582,30.5554346552047,-2.50452688502064,16.2876538280835,-7.33908322570349,-3.50822985190483,-13.079985458831,-10.4356553583908,26.4999699853472,14.8982766286015,9.13557735535453,8.64662744118749,6.42892482866068,4.8999720003668,19.133128549697,18.6723015393102,2.91999167917425
Aruba,ABW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
